"","day","month","year","plot","subplot","focal","fruit","BEMA","CHFU","CHMI","CETE","HOMA","LEMA","PAIN","PLCO","POMA","POMO","PUPA","SASO","SCLA","SPRU","MESU","MEEL","SOAS","SUSP","seed","comments","observers"
"2252",27,5,2015,2,"E3","MESU",92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,184,"0","0"
"2253",27,5,2015,2,"E3","MESU",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,84,"0","0"
"2254",27,5,2015,2,"E4","SCLA",1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,38,"0","0"
"2255",27,5,2015,2,"E4","CETE",5,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,730,"0","0"
"2256",27,5,2015,2,"E4","MESU",18,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,36,"0","0"
"2257",27,5,2015,2,"E4","POMA",1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,140,"0","0"
"2258",27,5,2015,2,"E4","HOMA",8,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,120,"0","0"
"2259",27,5,2015,2,"E4","POMO",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,385,"0","0"
"2260",27,5,2015,2,"E4","MESU",5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,10,"0","0"
"2261",27,5,2015,2,"E4","POMO",6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,462,"0","0"
"2262",27,5,2015,2,"E4","POMO",14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,"0","0"
"2263",27,5,2015,2,"E5","SCLA",4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,152,"0","0"
"2264",27,5,2015,2,"E5","CETE",7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"0","0"
"2265",27,5,2015,2,"E5","POMA",1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,140,"0","0"
"2266",27,5,2015,2,"E5","HOMA",25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,375,"0","0"
"2267",27,5,2015,2,"E5","MESU",26,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,52,"0","0"
"2268",27,5,2015,2,"E5","MEEL",15,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,15,"0","0"
"2269",27,5,2015,2,"E5","MEEL",22,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,22,"0","0"
"2270",27,5,2015,2,"E5","POMO",1,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,0,0,77,"0","0"
"2271",27,5,2015,2,"E6","CETE",8,0,0,0,0,0,0,1,0,7,0,1,2,0,0,0,0,0,0,1000,"0","0"
"2272",27,5,2015,2,"E6","SCLA",8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,304,"0","0"
"2273",27,5,2015,2,"E6","POMA",1,0,0,0,2,0,1,0,2,4,0,1,0,0,0,0,0,0,0,140,"0","0"
"2274",27,5,2015,2,"E6","MEEL",30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,30,"0","0"
"2275",27,5,2015,2,"E6","MEEL",17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"0","0"
"2276",27,5,2015,2,"E6","MEEL",31,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,31,"0","0"
"2277",27,5,2015,2,"E6","MEEL",21,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,21,"0","0"
"2278",27,5,2015,2,"E6","HOMA",6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,90,"0","0"
"2279",27,5,2015,2,"F1","MESU",78,0,0,0,4,0,0,1,3,5,0,0,0,0,0,0,0,0,0,156,"0","0"
"2280",27,5,2015,2,"F1","POMO",1,0,0,0,4,0,0,1,3,5,0,0,0,0,0,1,0,0,0,77,"0","0"
"2281",27,5,2015,2,"F1","CETE",4,0,0,0,3,0,0,1,3,5,1,0,0,0,0,1,0,0,0,584,"0","0"
"2282",27,5,2015,2,"F1","POMA",1,0,3,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,0,140,"0","0"
"2283",27,5,2015,2,"F1","SCLA",2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,76,"0","0"
"2284",27,5,2015,2,"F1","HOMA",14,0,0,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,210,"0","0"
"2285",27,5,2015,2,"F2","HOMA",12,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180,"0","0"
"2286",27,5,2015,2,"F2","POMA",1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,"0","0"
"2287",27,5,2015,2,"F2","CETE",1,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,146,"0","0"
"2288",27,5,2015,2,"F2","SCLA",2,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,76,"0","0"
"2289",27,5,2015,2,"F2","MEEL",13,0,2,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,13,"0","0"
"2290",27,5,2015,2,"F2","MESU",42,0,1,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,84,"0","0"
"2291",27,5,2015,2,"F3","SCLA",7,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,266,"0","0"
"2292",27,5,2015,2,"F3","CETE",4,0,0,0,3,0,0,0,2,2,0,0,0,1,0,0,0,0,0,584,"0","0"
"2293",27,5,2015,2,"F3","POMA",1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,140,"0","0"
"2294",27,5,2015,2,"F3","MESU",72,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,144,"0","0"
"2295",27,5,2015,2,"F3","HOMA",12,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,180,"0","0"
"2296",27,5,2015,2,"F4","CETE",2,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,292,"0","0"
"2297",27,5,2015,2,"F4","POMA",1,0,0,0,2,1,1,1,2,0,0,0,0,1,0,0,0,0,0,140,"0","0"
"2298",27,5,2015,2,"F4","SCLA",4,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,152,"0","0"
"2299",27,5,2015,2,"F4","HOMA",25,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,375,"0","0"
"2300",27,5,2015,2,"F4","POMO",1,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,77,"0","0"
"2301",27,5,2015,2,"F4","POMO",4,0,0,0,2,0,0,1,2,5,0,0,0,0,0,0,0,0,0,308,"0","0"
"2302",27,5,2015,2,"F4","POMO",3,0,2,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,231,"0","0"
"2303",27,5,2015,2,"F4","POMO",5,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,385,"0","0"
"2304",27,5,2015,2,"F4","MESU",35,0,2,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,70,"0","0"
"2305",27,5,2015,2,"F4","SPRU",74,0,0,0,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1000,"0","0"
"2306",27,5,2015,2,"F4","SPRU",12,0,3,0,4,0,1,0,0,6,0,0,0,0,0,0,0,0,0,564,"0","0"
"2307",27,5,2015,2,"F4","SPRU",17,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,799,"0","0"
"2308",27,5,2015,2,"F5","SCLA",5,0,0,0,3,0,0,0,2,5,0,0,0,1,0,0,0,0,0,190,"0","0"
"2309",27,5,2015,2,"F5","CETE",4,0,0,0,2,0,0,0,2,5,0,0,0,2,0,0,0,0,0,584,"0","0"
"2310",27,5,2015,2,"F5","MESU",62,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,124,"0","0"
"2311",27,5,2015,2,"F5","HOMA",15,0,0,0,7,1,1,0,0,0,0,0,0,0,0,2,0,0,0,225,"0","0"
"2312",27,5,2015,2,"F5","POMA",1,0,0,0,9,0,0,0,3,0,0,0,0,1,0,1,0,0,0,140,"0","0"
"2313",27,5,2015,2,"F5","POMO",3,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,231,"0","0"
"2314",27,5,2015,2,"F5","CHMI",6,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,282,"0","0"
"2315",27,5,2015,2,"F5","CHMI",4,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,188,"0","0"
"2316",27,5,2015,2,"F5","CHMI",44,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,"0","0"
"2317",27,5,2015,2,"F5","CHMI",25,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000,"0","0"
"2318",27,5,2015,2,"F6","CETE",9,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,1,0,0,1000,"0","0"
"2319",27,5,2015,2,"F6","MEEL",23,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,23,"0","0"
"2320",27,5,2015,2,"F6","MESU",59,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,118,"0","0"
"2321",27,5,2015,2,"F6","SCLA",11,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,418,"0","0"
"2322",27,5,2015,2,"F6","HOMA",16,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,240,"0","0"
"2323",27,5,2015,2,"F6","POMA",2,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,280,"0","0"
"2324",27,5,2015,3,"A1","MESU",27,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,54,"0","0"
"2325",27,5,2015,3,"A1","SCLA",1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,38,"0","0"
"2326",27,5,2015,3,"A1","MEEL",8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"0","0"
"2327",27,5,2015,3,"A1","HOMA",6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,90,"0","0"
"2328",27,5,2015,3,"A2","MESU",15,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,30,"0","0"
"2329",27,5,2015,3,"A2","CETE",3,0,1,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,438,"0","0"
"2330",27,5,2015,3,"A2","HOMA",9,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,135,"0","0"
"2331",27,5,2015,3,"A3","CHMI",7,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,329,"0","0"
"2332",27,5,2015,3,"A3","SCLA",2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,76,"0","0"
"2333",27,5,2015,3,"A3","MESU",12,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,24,"0","0"
"2334",27,5,2015,3,"A3","SCLA",2,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,76,"0","0"
"2335",27,5,2015,3,"A3","HOMA",5,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,75,"0","0"
"2336",27,5,2015,3,"A4","SCLA",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,38,"0","0"
"2337",27,5,2015,3,"A4","HOMA",8,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,120,"0","0"
"2338",27,5,2015,3,"A4","MESU",17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,34,"0","0"
"2339",27,5,2015,3,"A5","SCLA",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,76,"0","0"
"2340",27,5,2015,3,"A5","MESU",48,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,96,"0","0"
"2341",27,5,2015,3,"A5","POMA",1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,140,"0","0"
"2342",27,5,2015,3,"A5","CETE",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,146,"0","0"
"2343",27,5,2015,3,"A5","CHMI",9,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,423,"0","0"
"2344",27,5,2015,3,"A5","CHMI",13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,611,"0","0"
"2345",27,5,2015,3,"A5","HOMA",8,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,"0","0"
"2346",27,5,2015,3,"A6","MESU",48,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,96,"0","0"
"2347",27,5,2015,3,"A6","HOMA",13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,195,"0","0"
"2348",27,5,2015,3,"A6","SCLA",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,"0","0"
"2349",27,5,2015,3,"A6","POMO",1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,77,"0","0"
"2350",27,5,2015,3,"A6","POMO",1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,77,"0","0"
"2351",27,5,2015,3,"A6","CETE",1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,146,"0","0"
"2352",27,5,2015,3,"B1","CHMI",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,282,"0","0"
"2353",27,5,2015,3,"B1","CHMI",10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,470,"0","0"
"2354",27,5,2015,3,"B1","MESU",33,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,66,"0","0"
"2355",27,5,2015,3,"B1","HOMA",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,135,"0","0"
"2356",27,5,2015,3,"B1","SCLA",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,38,"0","0"
"2357",27,5,2015,3,"B2","HOMA",2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30,"0","0"
"2358",27,5,2015,3,"B2","MESU",29,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,58,"0","0"
"2359",27,5,2015,3,"B2","CHMI",16,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,752,"0","0"
"2360",27,5,2015,3,"B3","MESU",58,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,116,"0","0"
"2361",27,5,2015,3,"B3","HOMA",7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,105,"0","0"
"2362",27,5,2015,3,"B3","SCLA",1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,38,"0","0"
"2363",27,5,2015,3,"B3","CETE",1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,146,"0","0"
"2364",27,5,2015,3,"B4","MESU",130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,"0","0"
"2365",27,5,2015,3,"B4","HOMA",15,0,0,0,0,2,1,0,0,0,0,0,0,0,0,7,0,0,0,225,"0","0"
"2366",27,5,2015,3,"B4","MESU",42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,84,"0","0"
"2367",27,5,2015,3,"B4","SCLA",1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,38,"0","0"
"2368",27,5,2015,3,"B4","CHMI",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,235,"0","0"
"2369",27,5,2015,3,"B5","HOMA",8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,120,"0","0"
"2370",27,5,2015,3,"B5","POMA",1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,140,"0","0"
"2371",27,5,2015,3,"B5","POMO",3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,231,"0","0"
"2372",27,5,2015,3,"B5","MESU",38,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,76,"0","0"
"2373",27,5,2015,3,"B5","CHMI",7,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,329,"0","0"
"2374",27,5,2015,3,"B6","CETE",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,146,"0","0"
"2375",27,5,2015,3,"B6","HOMA",11,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,165,"0","0"
"2376",27,5,2015,3,"B6","SCLA",2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"0","0"
"2377",27,5,2015,3,"B6","MESU",53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,106,"0","0"
"2378",27,5,2015,3,"C1","CHMI",24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1000,"0","0"
"2379",27,5,2015,3,"C1","MESU",87,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,174,"0","0"
"2380",27,5,2015,3,"C1","CHMI",8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,"0","0"
"2381",27,5,2015,3,"C1","HOMA",11,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,165,"0","0"
"2382",27,5,2015,3,"C1","SCLA",5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,190,"0","0"
"2383",27,5,2015,3,"C1","CETE",3,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,438,"0","0"
"2384",27,5,2015,3,"C1","POMO",2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,154,"0","0"
"2385",27,5,2015,3,"C2","CETE",2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,292,"0","0"
"2386",27,5,2015,3,"C2","HOMA",12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,180,"0","0"
"2387",27,5,2015,3,"C2","MESU",92,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,184,"0","0"
"2388",27,5,2015,3,"C2","SCLA",7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,266,"0","0"
"2389",27,5,2015,3,"C2","CHMI",17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,799,"0","0"
"2390",27,5,2015,3,"C3","MESU",38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,76,"0","0"
"2391",27,5,2015,3,"C3","HOMA",5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,75,"0","0"
"2392",27,5,2015,3,"C3","SCLA",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,38,"0","0"
"2393",27,5,2015,3,"C4","CETE",1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,146,"0","0"
"2394",27,5,2015,3,"C4","MESU",19,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,38,"0","0"
"2395",27,5,2015,3,"C4","HOMA",13,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,195,"0","0"
"2396",27,5,2015,3,"C4","SCLA",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,304,"0","0"
"2397",27,5,2015,3,"C4","POMA",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,280,"0","0"
"2398",27,5,2015,3,"C4","CHMI",10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,470,"0","0"
"2399",27,5,2015,3,"C4","POMO",8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,616,"0","0"
"2400",27,5,2015,3,"C5","CETE",8,0,2,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1000,"0","0"
"2401",27,5,2015,3,"C5","POMA",1,0,2,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,140,"0","0"
"2402",27,5,2015,3,"C5","HOMA",3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,45,"0","0"
"2403",27,5,2015,3,"C5","SCLA",3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,114,"0","0"
"2404",27,5,2015,3,"C5","MESU",60,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,120,"0","0"
"2405",27,5,2015,3,"C6","MESU",21,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"0","0"
"2406",27,5,2015,3,"C6","HOMA",10,0,1,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,150,"0","0"
"2407",27,5,2015,3,"C6","POMA",1,0,1,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,140,"0","0"
"2408",27,5,2015,3,"C6","POMO",1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,77,"0","0"
"2409",27,5,2015,3,"C6","CETE",1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,146,"0","0"
"2410",27,5,2015,3,"D1","SCLA",6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,228,"0","0"
"2411",27,5,2015,3,"D2","HOMA",8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,120,"0","0"
"2412",27,5,2015,3,"D2","MESU",56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,112,"0","0"
"2413",27,5,2015,3,"D1","CHMI",6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,282,"0","0"
"2414",27,5,2015,3,"D1","CHMI",5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,235,"0","0"
"2415",27,5,2015,3,"D2","HOMA",11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,165,"0","0"
"2416",27,5,2015,3,"D2","MESU",41,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,82,"0","0"
"2417",27,5,2015,3,"D2","SCLA",3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,114,"0","0"
"2418",27,5,2015,3,"D2","CETE",1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,146,"0","0"
"2419",27,5,2015,3,"D3","CETE",1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,146,"0","0"
"2420",27,5,2015,3,"D3","HOMA",7,0,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,105,"0","0"
"2421",27,5,2015,3,"D3","POMA",1,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,140,"0","0"
"2422",27,5,2015,3,"D3","SCLA",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"0","0"
"2423",27,5,2015,3,"D3","MESU",136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,272,"0","0"
"2424",27,5,2015,3,"D4","HOMA",16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,240,"0","0"
"2425",27,5,2015,3,"D4","POMA",4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,560,"0","0"
"2426",27,5,2015,3,"D4","CETE",1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146,"0","0"
"2427",27,5,2015,3,"D4","SCLA",2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"0","0"
"2428",27,5,2015,3,"D4","MESU",70,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,140,"0","0"
"2429",27,5,2015,3,"D5","CETE",7,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1000,"0","0"
"2430",27,5,2015,3,"D5","POMA",3,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,420,"0","0"
"2431",27,5,2015,3,"D5","HOMA",7,0,0,0,0,3,0,0,0,11,0,0,0,1,0,0,0,0,0,105,"0","0"
"2432",27,5,2015,3,"D5","SCLA",5,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,190,"0","0"
"2433",27,5,2015,3,"D5","POMO",7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,539,"0","0"
"2434",27,5,2015,3,"D5","POMO",1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,77,"0","0"
"2435",27,5,2015,3,"D6","HOMA",24,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,360,"0","0"
"2436",27,5,2015,3,"D6","POMA",1,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,140,"0","0"
"2437",27,5,2015,3,"D6","POMO",3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,231,"0","0"
"2438",27,5,2015,3,"D6","POMO",1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,77,"0","0"
"2439",27,5,2015,3,"D6","POMO",3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,231,"0","0"
"2440",27,5,2015,3,"D6","CETE",2,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,292,"0","0"
"2441",27,5,2015,3,"D6","MESU",49,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,98,"0","0"
"2442",28,4,2015,1,"B1","LEMA",5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,275,"0","0"
"2443",28,4,2015,1,"B1","PLCO",3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,102,"0","0"
"2444",28,4,2015,1,"B2","LEMA",3,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,165,"0","0"
"2445",28,4,2015,1,"B2","PLCO",7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,238,"0","0"
"2446",28,4,2015,1,"B3","LEMA",3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,165,"0","0"
"2447",28,4,2015,1,"B3","PLCO",4,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,136,"0","0"
"2448",28,4,2015,1,"B4","LEMA",3,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,165,"0","0"
"2449",28,4,2015,1,"B4","PLCO",4,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,136,"0","0"
"2450",28,4,2015,1,"B5","LEMA",8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,440,"0","0"
"2451",28,4,2015,1,"B5","PLCO",5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,170,"0","0"
"2452",28,4,2015,1,"B6","LEMA",8,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,440,"0","0"
"2453",28,4,2015,1,"B6","PLCO",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,"0","0"
"2454",28,4,2015,1,"B1","BEMA",1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,"0","0"
"2455",28,4,2015,1,"C1","LEMA",14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,770,"0","0"
"2456",28,4,2015,1,"C1","PLCO",20,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,680,"0","0"
